Name,Link
Microglia_hg38,http://homer.ucsd.edu/hubs/pmid_28546318_gosselin_skola_coufal_2017/hubDirectory/hg38/human_atac_exvivo_pooled.ucsc.bigWig
BSS00762,https://epigenome.wustl.edu/epimap/data/imputed/impute_BSS00762_ATAC-seq.bigWig
BSS00013, https://epigenome.wustl.edu/epimap/data/imputed/impute_BSS00013_ATAC-seq.bigWig
BSS00060, https://epigenome.wustl.edu/epimap/data/imputed/impute_BSS00060_ATAC-seq.bigWig
BSS00078, https://epigenome.wustl.edu/epimap/data/imputed/impute_BSS00078_ATAC-seq.bigWig
BSS00088, https://epigenome.wustl.edu/epimap/data/imputed/impute_BSS00088_ATAC-seq.bigWig
BSS00089, https://epigenome.wustl.edu/epimap/data/imputed/impute_BSS00089_ATAC-seq.bigWig
BSS00173, https://epigenome.wustl.edu/epimap/data/imputed/impute_BSS00173_ATAC-seq.bigWig
BSS00175, https://epigenome.wustl.edu/epimap/data/imputed/impute_BSS00175_ATAC-seq.bigWig
BSS00214, https://epigenome.wustl.edu/epimap/data/imputed/impute_BSS00214_ATAC-seq.bigWig
BSS00215, https://epigenome.wustl.edu/epimap/data/imputed/impute_BSS00215_ATAC-seq.bigWig
BSS00216, https://epigenome.wustl.edu/epimap/data/imputed/impute_BSS00216_ATAC-seq.bigWig
BSS00217, https://epigenome.wustl.edu/epimap/data/imputed/impute_BSS00217_ATAC-seq.bigWig
BSS00220, https://epigenome.wustl.edu/epimap/data/imputed/impute_BSS00220_ATAC-seq.bigWig
BSS00227, https://epigenome.wustl.edu/epimap/data/imputed/impute_BSS00227_ATAC-seq.bigWig
BSS00228, https://epigenome.wustl.edu/epimap/data/imputed/impute_BSS00228_ATAC-seq.bigWig
BSS00267, https://epigenome.wustl.edu/epimap/data/imputed/impute_BSS00267_ATAC-seq.bigWig
BSS00270, https://epigenome.wustl.edu/epimap/data/imputed/impute_BSS00270_ATAC-seq.bigWig
BSS00273, https://epigenome.wustl.edu/epimap/data/imputed/impute_BSS00273_ATAC-seq.bigWig
BSS00287, https://epigenome.wustl.edu/epimap/data/imputed/impute_BSS00287_ATAC-seq.bigWig
BSS00296, https://epigenome.wustl.edu/epimap/data/imputed/impute_BSS00296_ATAC-seq.bigWig
BSS00316, https://epigenome.wustl.edu/epimap/data/imputed/impute_BSS00316_ATAC-seq.bigWig
BSS00318, https://epigenome.wustl.edu/epimap/data/imputed/impute_BSS00318_ATAC-seq.bigWig
BSS00341, https://epigenome.wustl.edu/epimap/data/imputed/impute_BSS00341_ATAC-seq.bigWig
BSS00476, https://epigenome.wustl.edu/epimap/data/imputed/impute_BSS00476_ATAC-seq.bigWig
BSS00512, https://epigenome.wustl.edu/epimap/data/imputed/impute_BSS00512_ATAC-seq.bigWig
BSS00513, https://epigenome.wustl.edu/epimap/data/imputed/impute_BSS00513_ATAC-seq.bigWig
BSS00525, https://epigenome.wustl.edu/epimap/data/imputed/impute_BSS00525_ATAC-seq.bigWig
BSS00715, https://epigenome.wustl.edu/epimap/data/imputed/impute_BSS00715_ATAC-seq.bigWig
BSS00716, https://epigenome.wustl.edu/epimap/data/imputed/impute_BSS00716_ATAC-seq.bigWig
BSS00717, https://epigenome.wustl.edu/epimap/data/imputed/impute_BSS00717_ATAC-seq.bigWig
BSS00737, https://epigenome.wustl.edu/epimap/data/imputed/impute_BSS00737_ATAC-seq.bigWig
BSS00739, https://epigenome.wustl.edu/epimap/data/imputed/impute_BSS00739_ATAC-seq.bigWig
BSS01124, https://epigenome.wustl.edu/epimap/data/imputed/impute_BSS01124_ATAC-seq.bigWig
BSS01125, https://epigenome.wustl.edu/epimap/data/imputed/impute_BSS01125_ATAC-seq.bigWig
BSS01126, https://epigenome.wustl.edu/epimap/data/imputed/impute_BSS01126_ATAC-seq.bigWig
BSS01159, https://epigenome.wustl.edu/epimap/data/imputed/impute_BSS01159_ATAC-seq.bigWig
BSS01168, https://epigenome.wustl.edu/epimap/data/imputed/impute_BSS01168_ATAC-seq.bigWig
BSS01190, https://epigenome.wustl.edu/epimap/data/imputed/impute_BSS01190_ATAC-seq.bigWig
BSS01213, https://epigenome.wustl.edu/epimap/data/imputed/impute_BSS01213_ATAC-seq.bigWig
BSS01272, https://epigenome.wustl.edu/epimap/data/imputed/impute_BSS01272_ATAC-seq.bigWig
BSS01282, https://epigenome.wustl.edu/epimap/data/imputed/impute_BSS01282_ATAC-seq.bigWig
BSS01283, https://epigenome.wustl.edu/epimap/data/imputed/impute_BSS01283_ATAC-seq.bigWig
BSS01287, https://epigenome.wustl.edu/epimap/data/imputed/impute_BSS01287_ATAC-seq.bigWig
BSS01319, https://epigenome.wustl.edu/epimap/data/imputed/impute_BSS01319_ATAC-seq.bigWig
BSS01332, https://epigenome.wustl.edu/epimap/data/imputed/impute_BSS01332_ATAC-seq.bigWig
BSS01377, https://epigenome.wustl.edu/epimap/data/imputed/impute_BSS01377_ATAC-seq.bigWig
BSS01390, https://epigenome.wustl.edu/epimap/data/imputed/impute_BSS01390_ATAC-seq.bigWig
BSS01397, https://epigenome.wustl.edu/epimap/data/imputed/impute_BSS01397_ATAC-seq.bigWig
BSS01423, https://epigenome.wustl.edu/epimap/data/imputed/impute_BSS01423_ATAC-seq.bigWig
BSS01431, https://epigenome.wustl.edu/epimap/data/imputed/impute_BSS01431_ATAC-seq.bigWig
BSS01441, https://epigenome.wustl.edu/epimap/data/imputed/impute_BSS01441_ATAC-seq.bigWig
BSS01446, https://epigenome.wustl.edu/epimap/data/imputed/impute_BSS01446_ATAC-seq.bigWig
BSS01545, https://epigenome.wustl.edu/epimap/data/imputed/impute_BSS01545_ATAC-seq.bigWig
BSS01548, https://epigenome.wustl.edu/epimap/data/imputed/impute_BSS01548_ATAC-seq.bigWig
BSS01562, https://epigenome.wustl.edu/epimap/data/imputed/impute_BSS01562_ATAC-seq.bigWig
BSS01574, https://epigenome.wustl.edu/epimap/data/imputed/impute_BSS01574_ATAC-seq.bigWig
BSS01578, https://epigenome.wustl.edu/epimap/data/imputed/impute_BSS01578_ATAC-seq.bigWig
BSS01588, https://epigenome.wustl.edu/epimap/data/imputed/impute_BSS01588_ATAC-seq.bigWig
BSS01612, https://epigenome.wustl.edu/epimap/data/imputed/impute_BSS01612_ATAC-seq.bigWig
BSS01631, https://epigenome.wustl.edu/epimap/data/imputed/impute_BSS01631_ATAC-seq.bigWig
BSS01659, https://epigenome.wustl.edu/epimap/data/imputed/impute_BSS01659_ATAC-seq.bigWig
BSS01667, https://epigenome.wustl.edu/epimap/data/imputed/impute_BSS01667_ATAC-seq.bigWig
BSS01676, https://epigenome.wustl.edu/epimap/data/imputed/impute_BSS01676_ATAC-seq.bigWig
BSS01712, https://epigenome.wustl.edu/epimap/data/imputed/impute_BSS01712_ATAC-seq.bigWig
BSS01714, https://epigenome.wustl.edu/epimap/data/imputed/impute_BSS01714_ATAC-seq.bigWig
BSS01814, https://epigenome.wustl.edu/epimap/data/imputed/impute_BSS01814_ATAC-seq.bigWig
BSS01820, https://epigenome.wustl.edu/epimap/data/imputed/impute_BSS01820_ATAC-seq.bigWig
BSS01825, https://epigenome.wustl.edu/epimap/data/imputed/impute_BSS01825_ATAC-seq.bigWig
